title,Year,Car Body Type,Mileage,Cylinder Volume,Horsepower,Transmission,Petrol Type,Owners,price
MERCEDES-BENZ G CLASS G63 5dr Tip Auto,2020,Estate,"8,383 miles",4.0L,577BHP,Auto,Petrol,1 owner,"£185,000"
MERCEDES-BENZ GLE COUPE GLE 43 4Matic Premium 5dr 9G-Tronic,2017,Estate,"36,894 miles",3.0L,362BHP,Auto,Petrol,1 owner,"£44,000"
PORSCHE CAYMAN COUPE 2.5 S 2dr PDK,2016,Coupe,"34,700 miles",2.5L,345BHP,Auto,Petrol,1 owner,"£47,000"
MERCEDES-BENZ A CLASS A35 4Matic Premium Plus 5dr Auto,2019,Hatchback,"13,335 miles",2.0L,,Auto,Petrol,,"£35,000"
PORSCHE MACAN ESTATE [440] GTS 5dr PDK,2023,Estate,"1,330 miles",2.9L,434BHP,Auto,Petrol,,"£99,000"
PORSCHE CAYENNE ESTATE Turbo 5dr Tiptronic S,2023,Estate,"19,732 miles",4.0L,,Auto,Petrol,,"£83,000"
PORSCHE 911 [992] CARRERA 4 CABRIOLET S 2dr PDK,2019,Convertible,"14,801 miles",3.0L,444BHP,Auto,Petrol,1 owner,"£109,000"
PORSCHE CAYENNE COUPE Turbo 5dr Tiptronic S [5 Seat],2019,Estate,"23,716 miles",4.0L,542BHP,Auto,Petrol,,"£93,000"
PORSCHE MACAN ESTATE [380] S 5dr PDK,2023,Estate,4 miles,2.9L,375BHP,Auto,Petrol,,"£80,500"
PORSCHE TAYCAN CROSS TURISMO 420kW 4S 93kWh 5dr Auto,2022,Estate,"6,503 miles",,563BHP,Auto,Electric,1 owner,"£95,000"
BMW X6 M xDrive X6 M Competition 5dr Step Auto,2021,Estate,"12,169 miles",4.4L,617BHP,Auto,Petrol,1 owner,"£84,000"
BMW M4 M4 Competition 2dr Step Auto,2022,Coupe,625 miles,3.0L,503BHP,Auto,Petrol,,"£69,500"
Honda S2000 GT /// 1 Owner /// Full Service History /// 44k Miles,2003,Saloon,"44,595 miles",2.0L,240BHP,Manual,Petrol,1 owner,"£16,495"
ROLLS-ROYCE GHOST SALOON 4dr Auto,2020,Saloon,"5,909 miles",6.7L,563BHP,Auto,Petrol,1 owner,"£254,000"
"BMW E46 M3 Convertible /// Manual /// Harman/Kardon, Hardtop, Etc. /// Just 38k Miles",2004,Convertible,"38,864 miles",3.2L,338BHP,Manual,Petrol,5 owners,POA
BMW 1 SERIES M135i xDrive 5dr Step Auto [Pro Pack],2019,Hatchback,"23,010 miles",2.0L,302BHP,Auto,Petrol,,"£30,500"
BMW M4 M4 2dr DCT,2016,Convertible,"22,278 miles",3.0L,425BHP,Auto,Petrol,2 owners,"£33,000"
BMW 1 SERIES M135i xDrive 5dr Step Auto [Tech/Pro Pack],2021,Hatchback,"33,072 miles",2.0L,302BHP,Auto,Petrol,,"£34,000"
MERCEDES-BENZ A CLASS A35 4Matic Premium 5dr Auto,2020,Saloon,"10,393 miles",2.0L,302BHP,Auto,Petrol,,"£37,500"
Bentley Continental GTC V8 Mulliner 2dr Auto 20/70 | Blackline | Touring | City | Front Seat Comfort | Dynamic Ride,2020,Convertible,"2,197 miles",4.0L,542BHP,Auto,Petrol,1 owner,"£186,995"
LAND ROVER RANGE ROVER SPORT 5.0 V8 S/C 575 SVR 5dr Auto,2018,Estate,"32,161 miles",5.0L,567BHP,Auto,Petrol,2 owners,"£69,000"
BMW M8 M8 Competition 2dr DCT,2019,Convertible,"20,000 miles",4.4L,,Auto,Petrol,1 owner,"£78,000"
BMW I8 2dr Auto,2015,Coupe,"39,001 miles",1.5L,,Auto,,3 owners,"£43,950"
BMW M8 M8 Competition 2dr DCT,2020,Coupe,"16,391 miles",4.4L,617BHP,Auto,Petrol,,"£76,000"
BMW 2 SERIES M240i 2dr [Nav] Step Auto,2017,Coupe,"30,023 miles",3.0L,335BHP,Auto,Petrol,1 owner,"£25,000"
BMW X3 M xDrive X3 M Competition 5dr Step Auto,2019,Estate,"42,639 miles",3.0L,,Auto,Petrol,,"£46,000"
MASERATI LEVANTE V6d 5dr Auto [Sport Pack],2017,Estate,"35,672 miles",3.0L,,Auto,Diesel,,"£35,000"
MASERATI GHIBLI V6 S 4dr Auto [Sport Pack] [Start Stop],2015,Saloon,"45,554 miles",3.0L,410BHP,Auto,Petrol,1 owner,"£26,500"
MASERATI GHIBLI V6d 4dr Auto,2016,Saloon,"49,446 miles",3.0L,,Auto,Diesel,1 owner,"£24,000"
MASERATI MC20 V6 2dr Auto,2021,Coupe,"6,517 miles",3.0L,621BHP,Auto,Petrol,,"£199,000"
MASERATI LEVANTE V6 GranSport S 5dr Auto,2018,Estate,"20,638 miles",3.0L,,Auto,Petrol,2 owners,"£49,500"
MASERATI QUATTROPORTE V6 S 4dr Auto,2016,Saloon,"34,523 miles",3.0L,410BHP,Auto,Petrol,1 owner,"£29,000"
Ford Mustang Mach-E 198kW Standard Range 70kWh AWD 5dr Auto Electric Estate,2022,Hatchback,"4,120 miles",0.0L,265BHP,Auto,Electric,1 owner,"£47,500"
BMW M2 M2 2dr,2016,Coupe,"25,427 miles",3.0L,365BHP,Manual,Petrol,2 owners,"£32,000"
JAGUAR F-PACE ESTATE 5.0 Supercharged V8 SVR 5dr Auto AWD,2020,Estate,"14,404 miles",5.0L,542BHP,Auto,Petrol,,"£59,500"
1986 D FORD SIERRA 2.0 RS COSWORTH 3D 204 BHP,1986,Hatchback,"83,000 miles",2.0L,,Manual,Petrol,3 owners,"£69,995"
AUDI RS E-TRON GT 475kW Quattro 93kWh Carbon Black 4dr Auto,2022,Saloon,"6,971 miles",,637BHP,Auto,Electric,,"£95,000"
AUDI Q5 SQ5 TDI Vorsprung 5dr Tiptronic,2020,Estate,"20,000 miles",3.0L,342BHP,Auto,Diesel,1 owner,"£53,000"
BMW 2 SERIES M235i xDrive 4dr Step Auto [Tech Pack],2022,Saloon,"1,694 miles",2.0L,302BHP,Auto,Petrol,,"£36,000"
AUDI RS3 RS 3 TFSI Quattro Carbon Black 4dr S Tronic [C+S],2023,Saloon,57 miles,2.5L,394BHP,Auto,Petrol,,"£62,500"
LAND ROVER RANGE ROVER SPORT 5.0 V8 S/C 575 SVR 5dr Auto,2018,Estate,"19,825 miles",5.0L,567BHP,Auto,Petrol,1 owner,"£75,000"
Porsche 911 CARRERA GTS,2022,Coupe,"3,555 miles",3.0L,473BHP,Manual,Petrol,1 owner,"£127,995"
Ford Fiesta 1.5 EcoBoost ST-3 5dr,2022,Hatchback,"4,328 miles",1.5L,197BHP,Manual,Petrol,1 owner,"£26,991"
AUDI R8 V10 QUATTRO                              2009,2009,Coupe,"38,250 miles",5.2L,518BHP,Auto,Petrol,5 owners,"£49,995"
MINI HATCHBACK 1.5 Cooper 5dr [JCW Chili Pack],2018,Hatchback,"33,761 miles",1.5L,134BHP,Manual,Petrol,1 owner,"£14,500"
Mercedes C43 AMG 4MATIC PREMIUM PLUS,2018,Saloon,"26,500 miles",3.0L,396BHP,Auto,Petrol,2 owners,"£32,495"
MINI CONVERTIBLE 2.0 John Cooper Works II 2dr Auto [8 Speed],2020,Convertible,"20,001 miles",2.0L,228BHP,Auto,Petrol,,"£26,500"
AUDI A8 S8 Quattro Vorsprung 4dr Tiptronic,2022,Saloon,"3,968 miles",4.0L,563BHP,Auto,Petrol,,"£88,000"
MINI COUNTRYMAN 2.0 John Cooper Works ALL4 5dr Auto [Nav+],2021,Hatchback,"11,381 miles",2.0L,302BHP,Auto,Petrol,,"£36,500"
2005 S SUBARU IMPREZA 2.0 WRX STI AWD - JDM 4D 330 BHP,2003,Saloon,"26,000 miles",2.0L,,Manual,Petrol,3 owners,"£23,995"
2004 H NISSAN 350 Z 3.5 V6 3D 277 BHP,2004,Coupe,"25,000 miles",3.5L,276BHP,Manual,Petrol,,"£17,995"
2014 14 ARIEL ATOM 2.0 ALL VARIANTS,2014,"14,000 miles",,2.0L,,Manual,Petrol,6 owners,"£46,995"
VOLKSWAGEN GOLF R32 - DSG - 4K MILES,2007,Hatchback,"4,788 miles",3.2L,,Auto,Petrol,,"£23,495"
Porsche Taycan Performance Plus 93.4kWh 4S Auto 4WD 4dr,2020,Saloon,"5,796 miles",,563BHP,Auto,Electric,,"£77,000"
Bentley Bentayga 3.0 TFSI V6 17.3kWh Auto 4WD Euro 6 (s/s) 5dr,2021,SUV,"10,948 miles",3.0L,442BHP,Auto,Hybrid,1 owner,"£165,000"
BMW M5 4.4i V8 Competition Steptronic xDrive Euro 6 (s/s) 4dr,2020,Saloon,"19,200 miles",4.4L,617BHP,Auto,Petrol,1 owner,"£57,500"
Audi e-tron GT Auto quattro 4dr 93.4kWh,2022,Saloon,"5,532 miles",,523BHP,Auto,Electric,,"£74,000"
Porsche Panamera 3.0 V6 4 Sport Turismo PDK 4WD Euro 6 (s/s) 5dr,2017,Estate,"24,600 miles",3.0L,325BHP,Auto,Petrol,3 owners,"£57,500"
Land Rover Range Rover Sport 5.0 P575 V8 SVR Auto 4WD Euro 6 (s/s) 5dr,2021,SUV,"7,166 miles",5.0L,567BHP,Auto,Petrol,,"£90,000"
Porsche Macan 2.9T V6 GTS SUV 5dr Petrol PDK 4WD Euro 6 (s/s) (380 ps),2021,SUV,"8,514 miles",2.9L,375BHP,Auto,Petrol,,"£68,000"
Porsche Cayenne 3.0 V6 E-Hybrid 14.1kWh TiptronicS 4WD Euro 6 (s/s) 5dr (3.6kW Charger),2019,Coupe,"14,983 miles",3.0L,456BHP,Auto,Hybrid,2 owners,"£71,500"
LAMBORGHINI GALLARDO SPYDER LP560-4 *Lift pack*,2013,Convertible,"17,977 miles",5.2L,560BHP,Manual,Petrol,,"£99,995"
Stunning Fully Restored 1973 LHD 911 2.4S,1973,Coupe,"26,837 miles",2.4L,190BHP,Manual,Petrol,1 owner,"£169,900"
Well Specified 997.2 GT3 RS Supplied In Superb Order With A Full-Service History and 1 Year JZM Warranty,2010,Coupe,"24,018 miles",3.8L,450BHP,Manual,Petrol,3 owners,"£175,900"
Mercedes-Benz AMG GT 4.0 V8 BiTurbo (Premium) Roadster 2dr Petrol SpdS DCT Euro 6 (s/s) (476 ps),2017,Convertible,"8,200 miles",4.0L,469BHP,Auto,Petrol,4 owners,"£74,950"
Audi TT Black Edition 2.0 TFSI quattro 310 PS S tronic,2017,Convertible,"29,524 miles",2.0L,306BHP,Auto,Petrol,,"£28,990"
BMW 1 SERIES M140i Shadow Edition 5dr Step Auto,2018,Hatchback,"14,851 miles",3.0L,335BHP,Auto,Petrol,2 owners,"£28,000"
Ford Focus 2.0 TDCi 185 ST-2 5dr,2015,Hatchback,"78,320 miles",2.0L,182BHP,Manual,Diesel,,"£10,170"
Ferrari Berlinetta Boxer BB 512 RHD – Documented History from New,1978,Coupe,"55,828 miles",5.0L,360BHP,Manual,Petrol,4 owners,"£228,850"
2018 68 MERCEDES-BENZ E-CLASS 4.0 AMG E 63 4MATIC 5D 564 BHP,2014,Estate,"27,989 miles",4.0L,288BHP,Auto,Petrol,1 owner,"£49,950"
Porsche Macan 2.9T V6 GTS PDK 4WD Euro 6 (s/s) 5dr,2021,SUV,"13,173 miles",2.9L,375BHP,Auto,Petrol,,"£68,995"
Aston Martin DBS 6.0 V12 Euro 4 2dr,2010,Coupe,"40,000 miles",5.9L,510BHP,Manual,Petrol,5 owners,"£89,995"
Porsche 928 928 S4,1990,Coupe,"29,239 miles",5.0L,,Auto,Petrol,4 owners,"£44,995"
"Paint To Sample Guards Red 997.2 GT3 RS: Supplied In Superb Order With Just 5,495 Miles From New",2010,Coupe,"5,495 miles",3.8L,450BHP,Manual,Petrol,3 owners,"£199,900"
Low Mileage 992 Turbo S Lightweight: Supplied With Almost Every Conceivable Option From New,2022,Coupe,"4,984 miles",3.7L,641BHP,Auto,Petrol,2 owners,"£199,900"
SEAT Leon 20V T CUPRA R,2005,Hatchback,"47,569 miles",1.8L,180BHP,Manual,Petrol,1 owner,"£12,995"
Reserved,2017,Coupe,"7,720 miles",4.0L,494BHP,Manual,Petrol,2 owners,"£149,900"
Mercedes AMG GT GTC Facelift model,2019,Coupe,"30,000 miles",4.0L,550BHP,Auto,Petrol,2 owners,"£105,950"
Mercedes GLE53 AMG 4MATICPLUS PREMIUM PLUS,2021,Coupe,"11,200 miles",3.0L,429BHP,Auto,Hybrid,2 owners,"£79,950"
BMW i8 1.5 7.1kWh Coupe 2 Hybrid 4WD Auto (Stunning High Spec Example),2016,Coupe,"45,000 miles",1.5L,357BHP,Auto,Hybrid,2 owners,"£43,940"
2020 BRABUS POWER G350D WITH OFF ROAD PACKAGE - LHD,2021,Pick Up,"9,350 miles",,350BHP,Auto,Diesel,1 owner,POA
Mercedes-Benz SLK 5.5 AMG SLK 55 2d 416 BHP,2015,Convertible,"45,382 miles",5.5L,416BHP,Auto,Petrol,3 owners,"£27,475"
"Audi Q4 e-tron S line 40 150,00 kW",2022,Estate,"3,920 miles",,201BHP,Auto,Electric,1 owner,"£46,824"
"Audi Q4 E-Tron Q4  Sport 35 e-tron  125,00 kW",2021,Estate,"12,841 miles",,168BHP,Auto,Electric,1 owner,"£37,464"
BENTLEY CONTINENTAL GTC 4.0 V8 S 2dr Auto,2015,Convertible,"38,842 miles",4.0L,521BHP,Auto,Petrol,4 owners,"£62,000"
Aston Martin Vanquish 5.9 V12 Touchtronic III 2dr,2014,Coupe,"43,000 miles",5.9L,568BHP,Auto,Petrol,1 owner,"£69,994"
Aston Martin DB11 4.0 V8 Volante Auto Euro 6 (s/s) 2dr,2020,Convertible,"6,000 miles",4.0L,503BHP,Auto,Petrol,1 owner,"£113,480"
Porsche Panamera 2.9 V6 E-Hybrid 14kWh 4 PDK 4WD Euro 6 (s/s) 5dr,2018,Hatchback,"14,000 miles",2.9L,456BHP,Auto,Hybrid,,"£64,680"
PORSCHE 911 (997 GEN II) CARRERA 4S PDK                           2008,2008,Coupe,"48,000 miles",3.8L,385BHP,Auto,Petrol,,"£44,990"
"Lotus Excel SE, 1989.  Latest version of this very desirable line of Excels",1989,Saloon,0 miles,2.2L,160BHP,Manual,Petrol,1 owner,"£16,995"
SOLD,1988,Coupe,"5,600 miles",3.2L,,Manual,Petrol,1 owner,POA
Volkswagen Golf GTI,2006,Hatchback,"33,636 miles",2.0L,,Auto,Petrol,1 owner,"£8,995"
Porsche 911 GT3 RS PDK,2016,Coupe,"9,425 miles",4.0L,494BHP,Auto,Petrol,5 owners,"£164,950"
MORGAN 4/4 two seater 1983,1983,Convertible,"65,000 miles",1.6L,95BHP,Manual,Petrol,,"£19,995"
2006 06 ASTON MARTIN VANTAGE 4.3 V8 3D 380 BHP,2006,Coupe,"35,000 miles",4.3L,380BHP,Manual,Petrol,5 owners,"£34,995"
2004 (53) Mercedes-Benz SL55 5.4 V8. 'SL65 AMG Black Series Auto Convertible Recreation' 74k. FSH. Yiannimize Green Wrap £8k.l,2004,Convertible,"74,611 miles",5.4L,476BHP,Auto,Petrol,4 owners,"£39,950"
ROLLS-ROYCE PHANTOM (RR01) PHANTOM COUPE                            2009,2009,Coupe,"24,265 miles",6.7L,453BHP,Auto,Petrol,4 owners,"£199,850"
Aston Martin DBX V8 DBX707 Touchtronic,2022,Estate,"5,146 miles",4.0L,697BHP,Auto,Petrol,2 owners,"£203,900"
"2008 BMW M3 2dr DCT Hard-Top Convertible ,Auto, E93",2008,Convertible,"63,255 miles",4.0L,414BHP,Auto,Petrol,5 owners,"£17,000"
"LHD, 2005 JAGUAR XKR 4.2, AUTO, CONVERTIBLE, LEFT HAND DRIVE. WITH FULL SERVICE HISTORY",2005,Convertible,"126,858 miles",4.2L,,Auto,Petrol,1 owner,"£11,000"
Tesla Model S 75D (Dual Motor) Auto 4WD 5dr,2018,Hatchback,"56,000 miles",,518BHP,Auto,Electric,1 owner,"£32,450"
MINI JOHN COOPER WORKS GP3 // 619 MILES // TOURING PACK // AS NEW CONDITION,2020,Hatchback,619 miles,2.0L,302BHP,Auto,Petrol,1 owner,"£39,995"
Mercedes G63 AMG 4MATIC,2022,Estate,30 miles,,,Auto,Petrol,1 owner,"£219,995"
Aston Martin DB9 V12,2005,Coupe,"44,324 miles",5.9L,451BHP,Auto,Petrol,1 owner,"£32,950"
Morgan Plus Six 3.0 Auto,2022,Convertible,300 miles,3.0L,,Auto,Petrol,,"£94,950"
4.7 V8 Coupe Manual 4.7 2dr Coupe Manual Petrol,2010,Coupe,"24,565 miles",4.7L,420BHP,Manual,Petrol,3 owners,"£46,990"
Morgan Plus Four,2021,Convertible,"1,320 miles",2.0L,255BHP,Manual,Petrol,1 owner,"£67,950"
PORSCHE CAYMAN (981) S PDK,2014,Coupe,"26,700 miles",3.4L,325BHP,Auto,Petrol,,"£38,995"
PORSCHE 911 [991] TARGA 4 GTS 2dr PDK,2019,Coupe,"19,000 miles",3.0L,,Auto,Petrol,1 owner,"£103,500"
PORSCHE 911 [991] TURBO CABRIOLET 2dr PDK,2015,Coupe,"12,930 miles",3.8L,520BHP,Auto,Petrol,1 owner,"£94,000"
PORSCHE 911 [992] CARRERA COUPE S 2dr PDK,2020,Coupe,"10,000 miles",3.0L,444BHP,Auto,Petrol,2 owners,"£102,500"
2016 (66) BMW M5 4.4 V8 DCT. Finished in Silverstone II Metallic with Full Merino Black Leather. 18k.. FBMWSH. Just Detailed..,2016,Saloon,"18,122 miles",4.4L,560BHP,Auto,Petrol,3 owners,"£34,950"
2015 (15) Ferrari California 3.9T V8 F1 DCT. 18k.. Wrapped in Luscious Lips Metallic with Black Hide. FFSH. Black Folding Roof.,2015,Convertible,"18,604 miles",3.9L,560BHP,Auto,Petrol,4 owners,"£97,950"
MINI CLUBMAN 2.0 John Cooper Works ALL4 6dr Auto [Nav+ Pack],2021,Estate,"13,266 miles",2.0L,302BHP,Auto,Petrol,1 owner,"£32,000"
MINI COUNTRYMAN 2.0 John Cooper Works ALL4 5dr Auto,2020,Hatchback,"17,116 miles",2.0L,,Auto,Petrol,1 owner,"£33,500"
"Porsche 991 Carrera S PDK, 66k miles, Agate Grey, 2-tone leather, Sports Seats, 20"" Alloys, FSH.                           2012",2012,Coupe,"66,000 miles",3.8L,400BHP,Auto,Petrol,5 owners,"£47,995"
2013 63 AUDI TT 2.0 TDI QUATTRO BLACK EDITION 2D 168 BHP,2013,Coupe,"72,000 miles",2.0L,168BHP,Auto,Diesel,3 owners,"£11,975"
RENAULT TWINGO (C44) RENAULTSPORT 133                         2010,2010,Hatchback,"78,000 miles",1.6L,131BHP,Manual,Petrol,6 owners,"£2,800"
Morgan Roadster,2010,Convertible,"34,794 miles",3.0L,223BHP,Manual,Petrol,2 owners,"£41,995"
Rolls-Royce Wraith Black Badge,2017,Coupe,"30,000 miles",6.6L,624BHP,Auto,Petrol,5 owners,"£174,950"
Porsche Taycan Turbo S Cross Turismo,2022,Estate,"9,800 miles",,750BHP,Auto,Electric,1 owner,"£129,950"
MINI HATCHBACK 2.0 John Cooper Works 3dr Auto [Comfort/Nav Pack],2021,Hatchback,"6,213 miles",2.0L,228BHP,Auto,Petrol,,"£29,750"
MINI HATCHBACK 2.0 John Cooper Works 3dr [Chili/Media Pack XL],2017,Hatchback,"9,965 miles",2.0L,228BHP,Manual,Petrol,2 owners,"£21,000"
AUDI A3 S3 TFSI 5dr S Tronic,2022,Hatchback,"1,710 miles",2.0L,306BHP,Auto,Petrol,,"£40,000"
2021 21 BMW M3 3.0 M3 COMPETITION,2021,Saloon,"12,150 miles",3.0L,503BHP,Auto,Petrol,1 owner,"£63,997"
2019 69 VOLKSWAGEN GOLF R TSI 4MOTION DSG,2019,Hatchback,"27,906 miles",2.0L,296BHP,Auto,Petrol,1 owner,"£27,900"
2017 17 PORSCHE MACAN 3.0 GTS PDK 5D AUTO 355 BHP,2017,Estate,"20,445 miles",3.0L,355BHP,Auto,Petrol,1 owner,"£45,000"
2015 15 BMW I8 1.5 I8 2D AUTO 228 BHP,2015,Coupe,"22,200 miles",1.5L,357BHP,Auto,Hybrid,3 owners,"£43,500"
MINI Mini 2.0 JOHN COOPER WORKS 3d 228 BHP,2019,Hatchback,"71,560 miles",2.0L,228BHP,Manual,Petrol,2 owners,"£16,695"
Ford Fiesta 1.6T EcoBoost ST-2 Euro 6 3dr,2017,Hatchback,"40,751 miles",1.6L,180BHP,Manual,Petrol,2 owners,"£11,495"
Morgan Roadster 3.7,2020,Convertible,"1,959 miles",3.7L,280BHP,Manual,Petrol,1 owner,"£65,950"
2014 14 FORD FOCUS ST-3 MP275 2.0T ( 275 BHP),2014,Hatchback,"84,000 miles",2.0L,247BHP,Manual,Petrol,2 owners,"£11,995"
"LOTUS ELISE 111S - GREAT HISTORY, SENSIBLE UPGRADES, FULL HISTORY",2002,Convertible,"55,200 miles",1.8L,156BHP,Manual,Petrol,6 owners,"£20,995"
"LOTUS ELAN M100 S2 - GREAT COLOURS, HUGE HISTORY, NEW MOT",1995,Convertible,"100,900 miles",1.6L,116BHP,Manual,Petrol,3 owners,"£11,995"
2015 '65' Mercedes CLA 45 AMG 4MATIC Shooting Brake Estate *Full History + Warranty*,2015,Estate,"45,466 miles",2.0L,355BHP,Auto,Petrol,5 owners,"£23,495"
ASTON MARTIN VANTAGE (VH2) V8 ROADSTER                              2008,2008,Convertible,"17,135 miles",4.3L,380BHP,Manual,Petrol,6 owners,"£39,995"
AUDI A4 (B8) RS4 AVANT FSI QUATTRO LIMITED EDITION    2015,2015,Estate,"39,000 miles",4.2L,444BHP,Auto,Petrol,2 owners,"£33,950"
"VOLKSWAGEN VW GOLF (MK8) GTI CLUBSPORT 45, TSI, DSG, PAN ROOF, AKRAPOVIC, DCC, HARMAN KARDON, 1 OWNER",2022,Hatchback,"5,000 miles",2.0L,296BHP,Auto,Petrol,1 owner,"£44,495"
BMW Z SERIES M ROADSTER                               2000,2000,Convertible,"52,819 miles",3.2L,316BHP,Manual,Petrol,6 owners,"£23,995"
2018 68 Ghibli GranSport Nerissimo DV6,2018,Saloon,"36,000 miles",3.0L,,Auto,Diesel,1 owner,"£29,950"
Audi TT 1.8 TFSI S line Euro 6 (s/s) 3dr,2017,Coupe,"32,000 miles",1.8L,178BHP,Manual,Petrol,2 owners,"£17,765"
LAND ROVER RANGE ROVER SPORT (LW) SVR                                      2018,2018,Estate,"37,500 miles",5.0L,567BHP,Auto,Petrol,3 owners,"£69,995"
BMW Z3 2.8 WIDE BODY ROADSTER LOW MILEAGE. IMMACULATE,1999,Convertible,"61,875 miles",2.8L,190BHP,Manual,Petrol,7 owners,"£8,495"
Noble M12 GTO-3 3 Litre V6 twin turbo 475bhp & 395lbft,2003,Coupe,"70,000 miles",3.0L,475BHP,Manual,Petrol,5 owners,"£38,995"
PORSCHE 911 (991) CARRERA GTS - Manual - PCCB - Huge Spec!                              2015,2015,Coupe,"13,500 miles",3.8L,430BHP,Manual,Petrol,,"£82,995"
PORSCHE 911 911                                      1979,1979,Coupe,"123,113 miles",3.8L,330BHP,Manual,Petrol,7 owners,"£59,999"
Porsche 918 Spyder,2015,Convertible,"1,200 miles",4.6L,887BHP,Auto,Hybrid,2 owners,"£1,249,950"
"ELAN PLUS +2 - EARLY EXAMPLE, 7-YEAR RESTORATION, SUPERB!",1968,Coupe,"71,100 miles",1.6L,,Manual,Petrol,,"£19,995"
AUDI A6 (C7) RS6 AVANT TFSI V8 QUATTRO                2015,2015,Estate,"46,916 miles",4.0L,740BHP,Auto,Petrol,3 owners,"£49,950"
PORSCHE MACAN 3.0 V6 S PDK,2016,Estate,"40,000 miles",3.0L,340BHP,Auto,Petrol,,"£36,995"
"Caterham 620S 2.0 Ford Duratec Supercharged 310bhp 5 Speed 4,951 Miles",2020,Convertible,"4,951 miles",2.0L,310BHP,Manual,Petrol,,"£51,995"
2016/65 Audi R8 V10 Quattro,2016,Coupe,"14,476 miles",5.2L,532BHP,Auto,Petrol,,"£74,890"
PORSCHE 718 (982) BOXSTER GTS 4.0 PDK                          2021,2021,Convertible,"13,650 miles",4.0L,394BHP,Auto,Petrol,1 owner,"£73,500"
PORSCHE 911 (992) TARGA 4S                                 2020,2020,Convertible,"4,800 miles",3.0L,444BHP,Manual,Petrol,1 owner,"£114,950"
Audi S1 TFSI Quattro 5dr,2015,Hatchback,"62,000 miles",2.0L,228BHP,Manual,Petrol,2 owners,"£16,000"
MASERATI GRANTURISMO S                                        2009,2009,Coupe,"25,600 miles",4.7L,440BHP,Auto,Petrol,3 owners,"£26,950"
4.0T V8 Coupe 2dr Petrol SSG Euro 6 (s/s) (720 ps),2017,Coupe,"12,684 miles",4.0L,,Auto,Petrol,3 owners,"£135,950"
V12 Coupe 5.2 Automatic Petrol,2017,Coupe,"13,368 miles",5.2L,599BHP,Auto,Petrol,2 owners,"£84,950"
PORSCHE BOXSTER (987) 2.7 24V MANUAL                                      2007/57              VERY GENUINE CAR - FULL HISTORY,2007,Convertible,"66,785 miles",2.7L,241BHP,Manual,Petrol,3 owners,"£11,900"
3.5 V6 First Edition Coupe 2dr Petrol Manual Euro 6 (406 ps),2023,Coupe,55 miles,3.5L,400BHP,Manual,Petrol,1 owner,"£87,950"
Ford Fiesta ST-3,2017,Hatchback,"26,000 miles",1.6L,180BHP,Manual,Petrol,2 owners,"£13,950"
LOTUS EXCEL  SE                                  1988,1988,Saloon,"78,000 miles",2.2L,160BHP,Manual,Petrol,1 owner,"£12,995"
2011 11 MASERATI GRANTURISMO 4.7 S 2D 440 BHP,2011,Coupe,"56,800 miles",4.7L,440BHP,Auto,Petrol,3 owners,"£27,990"
Ferrari F430 4.3 F1 2dr,2007,Coupe,"8,433 miles",4.3L,479BHP,Auto,Petrol,1 owner,"£109,990"
Audi RS3 2.5 TFSI S Tronic quattro Euro 6 (s/s) 4dr,2017,Saloon,"26,782 miles",2.5L,394BHP,Auto,Petrol,3 owners,"£42,990"
Audi SQ7 4.0 TDI V8 Vorsprung Tiptronic quattro Euro 6 (s/s) 5dr,2018,SUV,"58,000 miles",4.0L,,Auto,Diesel,,"£50,000"
2021 21 LAND ROVER RANGE ROVER SPORT 5.0 SVR 5D 567 BHP,2021,Estate,"22,000 miles",5.0L,567BHP,Auto,Petrol,,"£81,995"
2014 63 LAMBORGHINI AVENTADOR LP 720-4 50TH ANNIVERSARIO EDITION (1 OF 100 CARS WORLDWIDE),2014,Coupe,"12,775 miles",6.5L,691BHP,Auto,Petrol,1 owner,"£279,995"
Porsche Cayman 24V S,2006,Coupe,"12,055 miles",3.4L,295BHP,Manual,Petrol,1 owner,"£26,950"
Porsche 911 CARRERA 4S,2009,Coupe,"77,731 miles",3.8L,385BHP,Manual,Petrol,4 owners,"£49,950"
BMW M4 M4 COMPETITION 2-Door,2018,Coupe,"25,000 miles",3.0L,444BHP,Auto,Petrol,3 owners,"£39,995"
Land Rover Range Rover Sport 5.0 P575 V8 SVR Auto 4WD Euro 6 (s/s) 5dr,2018,SUV,"27,082 miles",5.0L,,Auto,Petrol,,"£69,000"
Audi SQ8 4.0 TFSI V8 Black Edition Tiptronic quattro Euro 6 (s/s) 5dr,2021,SUV,"10,302 miles",4.0L,500BHP,Auto,Petrol,2 owners,"£73,000"
Lamborghini Huracan 5.2 V10 LP 640-4 Performante LDF 4WD Euro 6 (s/s) 2dr,2019,Coupe,"6,000 miles",5.2L,,Auto,Petrol,,"£219,995"
McLaren 570S 3.8T V8 Spider SSG Euro 6 (s/s) 2dr,2018,Convertible,"26,000 miles",3.8L,,Auto,Petrol,,"£104,948"
Volkswagen Golf 2.0 TSI GTI Euro 6 (s/s) 3dr,2017,Hatchback,"29,000 miles",2.0L,227BHP,Manual,Petrol,1 owner,"£20,990"
Tesla Model X 100D (Dual Motor) Auto 4WDE 5dr,2019,SUV,"63,291 miles",,762BHP,Auto,Electric,,"£49,000"
